Season,Week,PID,Player,Pos,Team,Opp,FFPts,FFPtsPPR,Pass Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,XP,FG,Grade
2015,5,coonst1,Travis Coons,K,CLE,@BAL,6.7,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.6,B-Game
2015,5,novakn1,Nick Novak,K,HOU,IND,6.7,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.5,B-Game
2015,5,pratem1,Matt Prater,K,DET,ARI,6.6,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,B-Game
2015,5,janiks1,Sebastian Janikowski,K,OAK,DEN,6.6,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.6,B-Game
2015,5,carped2,Dan Carpenter,K,BUF,@TEN,6.6,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.4,B-Game
2015,5,myersj1,Jason Myers,K,JAX,@TB,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.5,B-Game
2015,5,hopkid2,Dustin Hopkins,K,WAS,@ATL,6.4,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.4,B-Game
2015,5,dawsop1,Phil Dawson,K,SF,@NYG,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.4,B-Game
2015,5,zuerlg1,Greg Zuerlein,K,STL,@GB,5.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.4,C-Game
2015,5,rodgea1,Aaron Rodgers,QB,GB,STL,20.6,20.6,24.8,33.4,273.9,1.9,0.7,4.3,26.5,0.2,0.0,0.0,0.0,0.0,0.0,A-Game
2015,5,bradyt1,Tom Brady,QB,NE,@DAL,19.9,19.9,28.7,40.3,310.3,2.2,0.8,0.9,2.4,0.0,0.0,0.0,0.0,0.0,0.0,A-Game
2015,5,ryanm1,Matt Ryan,QB,ATL,WAS,18.9,18.9,23.7,36.6,288.9,2.0,0.8,1.9,9.2,0.0,0.0,0.0,0.0,0.0,0.0,A-Game
2015,5,wilsor1,Russell Wilson,QB,SEA,@CIN,17.8,17.8,23.7,34.7,243.8,1.3,1.0,6.6,38.4,0.2,0.0,0.0,0.0,0.0,0.0,A-Game
2015,5,lucka1,Andrew Luck,QB,IND,@HOU,17.6,17.6,21.6,36.8,259.3,1.7,1.1,5.0,20.5,0.2,0.0,0.0,0.0,0.0,0.0,A-Game
2015,5,palmec1,Carson Palmer,QB,ARI,@DET,16.9,16.9,24.3,33.9,291.6,1.7,0.9,0.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,A-Game
2015,5,riverp1,Philip Rivers,QB,SD,PIT,16.8,16.8,25.7,36.5,277.8,1.9,0.9,1.1,3.8,0.0,0.0,0.0,0.0,0.0,0.0,A-Game
2015,5,breesd1,Drew Brees,QB,NO,@PHI,16.8,16.8,27.3,40.4,302.9,1.8,1.1,0.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,A-Game
2015,5,mannip1,Peyton Manning,QB,DEN,@OAK,16.7,16.7,24.1,37.7,290.0,1.7,0.8,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,A-Game
2015,5,mannie1,Eli Manning,QB,NYG,SF,16.6,16.6,23.2,34.5,278.9,1.7,0.7,0.9,3.1,0.0,0.0,0.0,0.0,0.0,0.0,A-Game
2015,5,taylot2,Tyrod Taylor,QB,BUF,@TEN,16.6,16.6,19.2,31.3,232.0,1.5,1.0,5.9,26.5,0.2,0.0,0.0,0.0,0.0,0.0,A-Game
2015,5,bradfs1,Sam Bradford,QB,PHI,NO,16.3,16.3,23.1,36.5,266.6,1.8,0.9,1.1,3.3,0.0,0.0,0.0,0.0,0.0,0.0,B-Game
2015,5,smitha4,Alex Smith,QB,KC,CHI,16.3,16.3,23.3,34.4,229.5,1.6,0.8,4.5,19.5,0.1,0.0,0.0,0.0,0.0,0.0,B-Game
2015,5,daltoa1,Andy Dalton,QB,CIN,SEA,16.2,16.2,22.0,32.5,251.8,1.6,0.8,3.2,10.2,0.1,0.0,0.0,0.0,0.0,0.0,B-Game
2015,5,mariom1,Marcus Mariota,QB,TEN,BUF,15.7,15.7,20.4,35.3,257.2,1.5,1.0,3.0,14.1,0.1,0.0,0.0,0.0,0.0,0.0,B-Game
2015,5,bortlb1,Blake Bortles,QB,JAX,@TB,15.5,15.5,19.5,33.3,231.9,1.4,1.0,3.5,25.2,0.1,0.0,0.0,0.0,0.0,0.0,B-Game
2015,5,flaccj1,Joe Flacco,QB,BAL,CLE,15.3,15.3,22.3,35.4,237.6,1.7,0.8,1.5,4.2,0.1,0.0,0.0,0.0,0.0,0.0,B-Game
2015,5,vickm1,Michael Vick,QB,PIT,@SD,15.3,15.3,18.3,28.6,220.5,1.5,1.2,4.8,22.4,0.2,0.0,0.0,0.0,0.0,0.0,B-Game
2015,5,cutlej1,Jay Cutler,QB,CHI,@KC,14.8,14.8,19.8,33.6,268.7,1.3,1.0,1.9,11.3,0.1,0.0,0.0,0.0,0.0,0.0,B-Game
2015,5,kaepec1,Colin Kaepernick,QB,SF,@NYG,14.5,14.5,20.6,33.3,194.3,1.1,0.9,7.4,40.9,0.1,0.0,0.0,0.0,0.0,0.0,B-Game
2015,5,staffm1,Matthew Stafford,QB,DET,ARI,14.4,14.4,24.2,38.1,254.1,1.5,1.2,1.7,5.3,0.1,0.0,0.0,0.0,0.0,0.0,B-Game
2015,5,mccowj1,Josh McCown,QB,CLE,@BAL,14.3,14.3,22.1,35.3,254.7,1.4,1.1,1.8,9.7,0.1,0.0,0.0,0.0,0.0,0.0,B-Game
2015,5,winstj1,Jameis Winston,QB,TB,JAX,14.2,14.2,20.9,34.3,237.8,1.5,1.4,2.6,13.6,0.1,0.0,0.0,0.0,0.0,0.0,C-Game
2015,5,carrd2,Derek Carr,QB,OAK,DEN,14.0,14.0,22.9,36.4,257.4,1.4,1.1,2.5,6.8,0.1,0.0,0.0,0.0,0.0,0.0,C-Game
2015,5,weedeb1,Brandon Weeden,QB,DAL,NE,13.9,13.9,24.9,36.3,257.2,1.5,1.2,1.1,3.2,0.0,0.0,0.0,0.0,0.0,0.0,C-Game
2015,5,cousik1,Kirk Cousins,QB,WAS,@ATL,13.8,13.8,24.4,37.5,253.8,1.5,1.1,0.7,2.2,0.1,0.0,0.0,0.0,0.0,0.0,C-Game
2015,5,folesn1,Nick Foles,QB,STL,@GB,12.1,12.1,18.9,33.2,220.2,1.2,1.1,1.6,7.4,0.1,0.0,0.0,0.0,0.0,0.0,C-Game
2015,5,maller1,Ryan Mallett,QB,HOU,IND,11.3,11.3,19.3,33.3,204.0,1.2,0.8,1.1,2.9,0.0,0.0,0.0,0.0,0.0,0.0,C-Game
2015,5,hoyerb1,Brian Hoyer,QB,HOU,IND,2.8,2.8,3.5,5.8,51.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C-Game
2015,5,belll1,LeVeon Bell,RB,PIT,@SD,19.8,23.4,0.0,0.0,0.0,0.0,0.0,24.6,119.6,0.7,3.6,34.2,0.1,0.0,0.0,A-Game
2015,5,charlj1,Jamaal Charles,RB,KC,CHI,18.6,23.6,0.0,0.0,0.0,0.0,0.0,18.5,86.5,0.9,5.0,34.4,0.3,0.0,0.0,A-Game
2015,5,freemd1,Devonta Freeman,RB,ATL,WAS,16.2,20.5,0.0,0.0,0.0,0.0,0.0,19.0,78.9,0.7,4.3,34.7,0.2,0.0,0.0,A-Game
2015,5,fortem1,Matt Forte,RB,CHI,@KC,13.8,17.3,0.0,0.0,0.0,0.0,0.0,19.7,83.4,0.4,3.5,32.2,0.1,0.0,0.0,B-Game
2015,5,lacye1,Eddie Lacy,RB,GB,STL,13.7,16.7,0.0,0.0,0.0,0.0,0.0,15.3,71.3,0.6,3.0,26.0,0.1,0.0,0.0,B-Game
2015,5,forsej2,Justin Forsett,RB,BAL,CLE,13.1,16.2,0.0,0.0,0.0,0.0,0.0,17.1,80.6,0.4,3.2,21.4,0.1,0.0,0.0,B-Game
2015,5,willik4,Karlos Williams,RB,BUF,@TEN,12.6,14.8,0.0,0.0,0.0,0.0,0.0,18.7,79.6,0.5,2.1,17.4,0.1,0.0,0.0,B-Game
2015,5,ingram1,Mark Ingram,RB,NO,@PHI,12.5,16.5,0.0,0.0,0.0,0.0,0.0,16.6,59.5,0.4,4.0,39.4,0.1,0.0,0.0,B-Game
2015,5,lewisd1,Dion Lewis,RB,NE,@DAL,12.2,16.7,0.0,0.0,0.0,0.0,0.0,9.9,41.9,0.5,4.5,43.4,0.2,0.0,0.0,B-Game
2015,5,gurlet2,Todd Gurley,RB,STL,@GB,12.0,14.6,0.0,0.0,0.0,0.0,0.0,16.8,74.1,0.4,2.6,23.1,0.1,0.0,0.0,B-Game
2015,5,fostea1,Arian Foster,RB,HOU,IND,11.8,14.7,0.0,0.0,0.0,0.0,0.0,16.4,66.8,0.4,2.9,23.0,0.1,0.0,0.0,B-Game
2015,5,goref1,Frank Gore,RB,IND,@HOU,11.8,13.8,0.0,0.0,0.0,0.0,0.0,17.1,71.6,0.6,2.0,11.7,0.1,0.0,0.0,B-Game
2015,5,murral1,Latavius Murray,RB,OAK,DEN,11.8,15.0,0.0,0.0,0.0,0.0,0.0,18.0,68.9,0.4,3.3,20.6,0.1,0.0,0.0,B-Game
2015,5,lynchm1,Marshawn Lynch,RB,SEA,@CIN,11.7,14.7,0.0,0.0,0.0,0.0,0.0,17.1,66.7,0.5,3.1,19.5,0.1,0.0,0.0,B-Game
2015,5,yeldot1,T.J. Yeldon,RB,JAX,@TB,11.6,13.9,0.0,0.0,0.0,0.0,0.0,20.7,75.7,0.4,2.4,16.2,0.0,0.0,0.0,B-Game
2015,5,martid2,Doug Martin,RB,TB,JAX,11.5,13.9,0.0,0.0,0.0,0.0,0.0,17.1,70.6,0.5,2.4,14.3,0.0,0.0,0.0,B-Game
2015,5,randlj1,Joseph Randle,RB,DAL,NE,10.4,13.2,0.0,0.0,0.0,0.0,0.0,10.8,56.7,0.5,2.7,18.0,0.1,0.0,0.0,C-Game
2015,5,woodhd1,Danny Woodhead,RB,SD,PIT,10.4,15.1,0.0,0.0,0.0,0.0,0.0,8.9,38.0,0.3,4.6,37.5,0.2,0.0,0.0,C-Game
2015,5,johnsc4,Chris Johnson,RB,ARI,@DET,10.4,11.3,0.0,0.0,0.0,0.0,0.0,14.1,67.2,0.5,0.9,5.8,0.1,0.0,0.0,C-Game
2015,5,hillj5,Jeremy Hill,RB,CIN,SEA,10.4,11.2,0.0,0.0,0.0,0.0,0.0,12.2,61.0,0.6,0.9,6.3,0.0,0.0,0.0,C-Game
2015,5,hydec1,Carlos Hyde,RB,SF,@NYG,9.6,11.9,0.0,0.0,0.0,0.0,0.0,15.5,59.8,0.4,2.3,11.7,0.1,0.0,0.0,C-Game
2015,5,murrad1,DeMarco Murray,RB,PHI,NO,9.5,12.2,0.0,0.0,0.0,0.0,0.0,10.9,41.0,0.5,2.7,22.7,0.1,0.0,0.0,C-Game
2015,5,abdula1,Ameer Abdullah,RB,DET,ARI,9.3,12.0,0.0,0.0,0.0,0.0,0.0,13.2,50.7,0.3,2.6,20.3,0.1,0.0,0.0,C-Game
2015,5,bernag1,Giovani Bernard,RB,CIN,SEA,9.0,12.3,0.0,0.0,0.0,0.0,0.0,12.0,55.9,0.1,3.4,22.7,0.1,0.0,0.0,C-Game
2015,5,gordom1,Melvin Gordon,RB,SD,PIT,8.9,10.2,0.0,0.0,0.0,0.0,0.0,14.6,60.8,0.3,1.3,8.3,0.0,0.0,0.0,C-Game
2015,5,hillmr1,Ronnie Hillman,RB,DEN,@OAK,8.2,9.1,0.0,0.0,0.0,0.0,0.0,12.7,49.6,0.4,1.0,8.7,0.0,0.0,0.0,C-Game
2015,5,blounl1,LeGarrette Blount,RB,NE,@DAL,8.1,8.6,0.0,0.0,0.0,0.0,0.0,11.9,44.9,0.6,0.4,3.1,0.0,0.0,0.0,C-Game
2015,5,morria1,Alfred Morris,RB,WAS,@ATL,7.8,8.5,0.0,0.0,0.0,0.0,0.0,13.1,55.1,0.3,0.8,6.3,0.0,0.0,0.0,C-Game
2015,5,anderc2,C.J. Anderson,RB,DEN,@OAK,7.8,9.4,0.0,0.0,0.0,0.0,0.0,11.3,44.7,0.3,1.7,11.6,0.1,0.0,0.0,C-Game
2015,5,johnsd11,Duke Johnson,RB,CLE,@BAL,7.7,12.1,0.0,0.0,0.0,0.0,0.0,8.7,32.4,0.1,4.4,31.8,0.1,0.0,0.0,C-Game
2015,5,crowei1,Isaiah Crowell,RB,CLE,@BAL,7.7,9.3,0.0,0.0,0.0,0.0,0.0,12.3,49.4,0.3,1.6,10.2,0.0,0.0,0.0,C-Game
2015,5,sprold1,Darren Sproles,RB,PHI,NO,7.7,11.7,0.0,0.0,0.0,0.0,0.0,5.5,24.3,0.2,4.0,33.3,0.2,0.0,0.0,C-Game
2015,5,jennir1,Rashad Jennings,RB,NYG,SF,7.7,9.3,0.0,0.0,0.0,0.0,0.0,9.8,38.3,0.4,1.6,13.9,0.1,0.0,0.0,C-Game
2015,5,ellina1,Andre Ellington,RB,ARI,@DET,7.6,9.8,0.0,0.0,0.0,0.0,0.0,10.4,39.0,0.3,2.2,19.0,0.1,0.0,0.0,C-Game
2015,5,spillc1,C.J. Spiller,RB,NO,@PHI,6.8,11.4,0.0,0.0,0.0,0.0,0.0,2.0,6.6,0.1,4.6,48.5,0.2,0.0,0.0,C-Game
2015,5,verees1,Shane Vereen,RB,NYG,SF,6.7,9.9,0.0,0.0,0.0,0.0,0.0,5.1,21.5,0.1,3.2,30.7,0.2,0.0,0.0,C-Game
2015,5,jonesm4,Matt Jones,RB,WAS,@ATL,6.7,7.9,0.0,0.0,0.0,0.0,0.0,9.8,38.3,0.3,1.3,8.9,0.0,0.0,0.0,C-Game
2015,5,andrea1,Antonio Andrews,RB,TEN,BUF,6.6,7.2,0.0,0.0,0.0,0.0,0.0,9.8,39.5,0.4,0.6,5.1,0.0,0.0,0.0,C-Game
2015,5,willia1,Andre Williams,RB,NYG,SF,6.2,6.5,0.0,0.0,0.0,0.0,0.0,10.5,36.7,0.4,0.2,1.4,0.0,0.0,0.0,C-Game
2015,5,simsc1,Charles Sims,RB,TB,JAX,5.9,8.9,0.0,0.0,0.0,0.0,0.0,6.8,21.7,0.1,2.9,23.8,0.1,0.0,0.0,C-Game
2015,5,mcfadd1,Darren McFadden,RB,DAL,NE,5.8,8.3,0.0,0.0,0.0,0.0,0.0,8.6,29.9,0.2,2.5,16.7,0.1,0.0,0.0,C-Game
2015,5,starkj1,James Starks,RB,GB,STL,5.8,7.2,0.0,0.0,0.0,0.0,0.0,9.0,33.3,0.2,1.5,11.0,0.0,0.0,0.0,C-Game
2015,5,riddit1,Theo Riddick,RB,DET,ARI,5.7,10.3,0.0,0.0,0.0,0.0,0.0,2.3,7.0,0.0,4.5,40.7,0.2,0.0,0.0,C-Game
2015,5,mather1,Ryan Mathews,RB,PHI,NO,5.7,7.0,0.0,0.0,0.0,0.0,0.0,7.5,26.7,0.3,1.3,12.0,0.0,0.0,0.0,C-Game
2015,5,wardt1,Terron Ward,RB,ATL,WAS,5.4,7.1,0.0,0.0,0.0,0.0,0.0,4.9,20.0,0.3,1.7,11.6,0.1,0.0,0.0,C-Game
2015,5,sankeb1,Bishop Sankey,RB,TEN,BUF,5.3,6.7,0.0,0.0,0.0,0.0,0.0,7.7,29.2,0.1,1.5,12.9,0.1,0.0,0.0,C-Game
2015,5,talial1,Lorenzo Taliaferro,RB,BAL,CLE,5.1,6.5,0.0,0.0,0.0,0.0,0.0,4.7,18.1,0.4,1.4,9.5,0.0,0.0,0.0,C-Game
2015,5,mcclud1,Dexter McCluster,RB,TEN,BUF,4.8,6.5,0.0,0.0,0.0,0.0,0.0,5.1,21.6,0.1,1.8,18.0,0.1,0.0,0.0,C-Game
2015,5,thompc1,Chris Thompson,RB,WAS,@ATL,4.5,7.5,0.0,0.0,0.0,0.0,0.0,1.5,11.9,0.0,3.0,25.4,0.1,0.0,0.0,C-Game
2015,5,dixona1,Anthony Dixon,RB,BUF,@TEN,4.1,5.5,0.0,0.0,0.0,0.0,0.0,3.5,15.2,0.3,1.4,9.3,0.0,0.0,0.0,C-Game
2015,5,helur1,Roy Helu,RB,OAK,DEN,4.0,6.3,0.0,0.0,0.0,0.0,0.0,3.5,15.0,0.1,2.3,18.0,0.1,0.0,0.0,C-Game
2015,5,polkc1,Chris Polk,RB,HOU,IND,3.8,6.2,0.0,0.0,0.0,0.0,0.0,4.4,13.7,0.1,2.5,17.9,0.1,0.0,0.0,C-Game
2015,5,michac1,Christine Michael,RB,DAL,NE,3.5,4.8,0.0,0.0,0.0,0.0,0.0,3.4,17.1,0.2,1.2,7.7,0.0,0.0,0.0,C-Game
2015,5,cunnib2,Benny Cunningham,RB,STL,@GB,3.5,5.9,0.0,0.0,0.0,0.0,0.0,2.7,11.3,0.0,2.4,18.7,0.1,0.0,0.0,C-Game
2015,5,zennez1,Zach Zenner,RB,DET,ARI,3.1,4.3,0.0,0.0,0.0,0.0,0.0,4.7,18.0,0.1,1.2,7.6,0.0,0.0,0.0,C-Game
2015,5,reecem1,Marcel Reece,RB,OAK,DEN,3.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,23.2,0.1,0.0,0.0,C-Game
2015,5,allenj2,Javorius Allen,RB,BAL,CLE,2.9,3.7,0.0,0.0,0.0,0.0,0.0,5.0,17.5,0.0,0.8,7.1,0.1,0.0,0.0,C-Game
2015,5,robinj2,Josh Robinson,RB,IND,@HOU,2.9,3.8,0.0,0.0,0.0,0.0,0.0,3.8,13.7,0.1,0.9,6.5,0.0,0.0,0.0,C-Game
2015,5,robink3,Khiry Robinson,RB,NO,@PHI,2.6,3.1,0.0,0.0,0.0,0.0,0.0,3.4,13.2,0.1,0.5,3.0,0.0,0.0,0.0,C-Game
2015,5,johnsd12,David Johnson,RB,ARI,@DET,2.3,2.9,0.0,0.0,0.0,0.0,0.0,2.6,10.8,0.1,0.6,5.8,0.0,0.0,0.0,C-Game
2015,5,westc2,Charcandrick West,RB,KC,CHI,2.1,2.1,0.0,0.0,0.0,0.0,0.0,3.1,9.7,0.2,0.0,0.0,0.0,0.0,0.0,C-Game
2015,5,bluea1,Alfred Blue,RB,HOU,IND,2.0,2.7,0.0,0.0,0.0,0.0,0.0,3.7,10.8,0.1,0.7,5.1,0.0,0.0,0.0,C-Game
2015,5,gerhat1,Toby Gerhart,RB,JAX,@TB,2.0,2.8,0.0,0.0,0.0,0.0,0.0,3.7,11.5,0.1,0.9,4.6,0.0,0.0,0.0,C-Game
2015,5,bushr1,Reggie Bush,RB,SF,@NYG,1.9,3.4,0.0,0.0,0.0,0.0,0.0,2.2,7.7,0.0,1.6,7.8,0.0,0.0,0.0,C-Game
2015,5,rodgej1,Jacquizz Rodgers,RB,CHI,@KC,1.8,2.2,0.0,0.0,0.0,0.0,0.0,3.2,12.4,0.1,0.4,2.7,0.0,0.0,0.0,C-Game
2015,5,juszck1,Kyle Juszczyk,RB,BAL,CLE,1.7,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,13.1,0.1,0.0,0.0,C-Game
2015,5,rawlst1,Thomas Rawls,RB,SEA,@CIN,1.5,2.1,0.0,0.0,0.0,0.0,0.0,2.4,7.9,0.0,0.6,4.9,0.0,0.0,0.0,C-Game
2015,5,oliveb1,Branden Oliver,RB,SD,PIT,1.3,1.9,0.0,0.0,0.0,0.0,0.0,1.5,6.0,0.1,0.5,4.2,0.0,0.0,0.0,C-Game
2015,5,masont1,Tre Mason,RB,STL,@GB,0.9,1.5,0.0,0.0,0.0,0.0,0.0,0.7,3.4,0.0,0.6,4.4,0.0,0.0,0.0,C-Game
2015,5,langfj1,Jeremy Langford,RB,CHI,@KC,0.9,0.9,0.0,0.0,0.0,0.0,0.0,1.4,5.6,0.1,0.0,0.0,0.0,0.0,0.0,C-Game
2015,5,piercb1,Bernard Pierce,RB,JAX,@TB,0.9,2.0,0.0,0.0,0.0,0.0,0.0,0.6,2.3,0.0,1.1,7.0,0.0,0.0,0.0,C-Game
2015,5,davisk2,Knile Davis,RB,KC,CHI,0.9,1.1,0.0,0.0,0.0,0.0,0.0,1.2,3.7,0.1,0.2,1.1,0.0,0.0,0.0,C-Game
2015,5,raineb1,Bobby Rainey,RB,TB,JAX,0.8,1.3,0.0,0.0,0.0,0.0,0.0,0.6,2.7,0.0,0.5,3.6,0.0,0.0,0.0,C-Game
2015,5,willid1,DeAngelo Williams,RB,PIT,@SD,0.7,0.7,0.0,0.0,0.0,0.0,0.0,1.8,7.5,0.0,0.0,0.0,0.0,0.0,0.0,C-Game
2015,5,milleb3,Bruce Miller,RB,SF,@NYG,0.6,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.9,0.0,0.0,0.0,C-Game
2015,5,haynej1,Jarryd Hayne,RB,SF,@NYG,0.6,1.0,0.0,0.0,0.0,0.0,0.0,1.1,3.9,0.0,0.4,1.9,0.0,0.0,0.0,C-Game
2015,5,draugs1,Shaun Draughn,RB,CLE,@BAL,0.6,0.6,0.0,0.0,0.0,0.0,0.0,1.6,4.8,0.0,0.0,0.0,0.0,0.0,0.0,C-Game
2015,5,sherma1,Anthony Sherman,RB,KC,CHI,0.5,1.1,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.6,4.6,0.0,0.0,0.0,C-Game
2015,5,dimarp1,Patrick DiMarco,RB,ATL,WAS,0.4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.9,0.0,0.0,0.0,C-Game
2015,5,kuhnj2,John Kuhn,RB,GB,STL,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.4,1.4,0.0,0.0,0.0,C-Game
2015,5,gronkr1,Rob Gronkowski,TE,NE,@DAL,14.5,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,86.9,1.0,0.0,0.0,A-Game
2015,5,bennem2,Martellus Bennett,TE,CHI,@KC,10.9,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,75.2,0.6,0.0,0.0,A-Game
2015,5,kelcet1,Travis Kelce,TE,KC,CHI,10.5,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,60.8,0.8,0.0,0.0,A-Game
2015,5,grahaj1,Jimmy Graham,TE,SEA,@CIN,9.7,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,59.7,0.6,0.0,0.0,A-Game
2015,5,wittej1,Jason Witten,TE,DAL,NE,9.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,64.3,0.5,0.0,0.0,A-Game
2015,5,clayc1,Charles Clay,TE,BUF,@TEN,8.5,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,60.3,0.4,0.0,0.0,B-Game
2015,5,eifert1,Tyler Eifert,TE,CIN,SEA,7.4,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,47.8,0.5,0.0,0.0,B-Game
2015,5,gatesa1,Antonio Gates,TE,SD,PIT,7.3,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.5,0.5,0.0,0.0,B-Game
2015,5,walked2,Delanie Walker,TE,TEN,BUF,7.2,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,54.0,0.3,0.0,0.0,B-Game
