Season,Week,PID,Player,Pos,Team,Opp,FFPts,FFPtsPPR,Pass Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Fum,XP,FG,Grade
2015,12,myersj1,Jason Myers,K,JAX,SD,7.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.5,B-Game
2015,12,mcmanb1,Brandon McManus,K,DEN,NE,7.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.7,B-Game
2015,12,grahas2,Shayne Graham,K,ATL,MIN,7.1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.6,B-Game
2015,12,bullor1,Randy Bullock,K,NYJ,MIA,7.1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,B-Game
2015,12,janiks1,Sebastian Janikowski,K,OAK,@TEN,7.1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.6,B-Game
2015,12,pratem1,Matt Prater,K,DET,PHI,7.1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.6,B-Game
2015,12,forbak1,Kai Forbath,K,NO,@HOU,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,B-Game
2015,12,succor1,Ryan Succop,K,TEN,OAK,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.6,B-Game
2015,12,sturgc1,Caleb Sturgis,K,PHI,@DET,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,B-Game
2015,12,hopkid2,Dustin Hopkins,K,WAS,NYG,6.9,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.5,B-Game
2015,12,coonst1,Travis Coons,K,CLE,BAL,6.9,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.6,B-Game
2015,12,tuckej1,Justin Tucker,K,BAL,@CLE,6.8,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,B-Game
2015,12,lamboj1,Josh Lambo,K,SD,@JAX,6.8,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.5,B-Game
2015,12,boswec1,Chris Boswell,K,PIT,@SEA,6.7,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.5,B-Game
2015,12,franka1,Andrew Franks,K,MIA,@NYJ,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.5,B-Game
2015,12,carped2,Dan Carpenter,K,BUF,@KC,6.4,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.5,B-Game
2015,12,gouldr1,Robbie Gould,K,CHI,@GB,6.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4,B-Game
2015,12,hockez1,Zach Hocker,K,STL,@CIN,5.8,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.4,C-Game
2015,12,dawsop1,Phil Dawson,K,SF,ARI,5.8,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.4,C-Game
2015,12,rodgea1,Aaron Rodgers,QB,GB,CHI,20.1,20.1,21.7,34.6,267.4,1.9,0.7,4.2,25.8,0.2,0.0,0.0,0.0,0.2,0.0,0.0,A-Game
2015,12,newtoc1,Cam Newton,QB,CAR,@DAL,19.2,19.2,19.7,32.4,241.8,1.4,0.9,6.8,34.7,0.4,0.0,0.0,0.0,0.2,0.0,0.0,A-Game
2015,12,palmec1,Carson Palmer,QB,ARI,@SF,17.7,17.7,23.5,34.6,276.1,2.0,0.7,0.6,1.9,0.0,0.0,0.0,0.0,0.2,0.0,0.0,A-Game
2015,12,mannie1,Eli Manning,QB,NYG,@WAS,17.5,17.5,23.4,36.2,278.8,1.8,0.6,1.4,5.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,A-Game
2015,12,bortlb1,Blake Bortles,QB,JAX,SD,17.4,17.4,22.5,36.1,263.4,1.7,1.1,3.0,23.3,0.1,0.0,0.0,0.0,0.2,0.0,0.0,A-Game
2015,12,wilsor1,Russell Wilson,QB,SEA,PIT,17.4,17.4,21.8,33.0,245.7,1.6,0.9,4.3,25.7,0.1,0.0,0.0,0.0,0.2,0.0,0.0,A-Game
2015,12,breesd1,Drew Brees,QB,NO,@HOU,17.2,17.2,24.8,38.1,302.3,1.8,0.8,0.4,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,A-Game
2015,12,hoyerb1,Brian Hoyer,QB,HOU,NO,17.2,17.2,24.0,38.1,274.2,1.9,1.0,1.1,3.8,0.1,0.0,0.0,0.0,0.2,0.0,0.0,A-Game
2015,12,bradyt1,Tom Brady,QB,NE,@DEN,17.1,17.1,23.9,37.5,272.0,1.8,0.8,0.9,2.4,0.1,0.0,0.0,0.0,0.2,0.0,0.0,A-Game
2015,12,daltoa1,Andy Dalton,QB,CIN,STL,17.1,17.1,22.7,33.6,257.2,1.7,0.8,3.3,9.7,0.2,0.0,0.0,0.0,0.2,0.0,0.0,A-Game
2015,12,staffm1,Matthew Stafford,QB,DET,PHI,17.1,17.1,24.4,38.5,270.5,1.8,1.1,4.1,14.1,0.1,0.0,0.0,0.0,0.3,0.0,0.0,A-Game
2015,12,ryanm1,Matt Ryan,QB,ATL,MIN,16.9,16.9,25.6,40.9,294.7,1.7,0.9,1.2,4.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,A-Game
2015,12,riverp1,Philip Rivers,QB,SD,@JAX,16.8,16.8,26.4,39.5,293.1,1.7,0.8,0.3,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,A-Game
2015,12,roethb1,Ben Roethlisberger,QB,PIT,@SEA,16.3,16.3,22.1,35.8,309.7,1.5,1.0,0.4,0.9,0.1,0.0,0.0,0.0,0.2,0.0,0.0,B-Game
2015,12,mccowj1,Josh McCown,QB,CLE,BAL,16.2,16.2,21.8,35.3,262.7,1.5,1.0,3.1,11.6,0.2,0.0,0.0,0.0,0.3,0.0,0.0,B-Game
2015,12,romot1,Tony Romo,QB,DAL,CAR,16.1,16.1,21.3,34.7,270.6,1.8,1.0,0.7,2.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,B-Game
2015,12,mariom1,Marcus Mariota,QB,TEN,OAK,16.1,16.1,22.4,35.5,247.0,1.5,1.1,3.9,20.3,0.1,0.0,0.0,0.0,0.2,0.0,0.0,B-Game
2015,12,carrd2,Derek Carr,QB,OAK,@TEN,16.0,16.0,22.6,35.1,272.8,1.6,1.0,1.8,4.9,0.1,0.0,0.0,0.0,0.3,0.0,0.0,B-Game
2015,12,winstj1,Jameis Winston,QB,TB,@IND,16.0,16.0,19.7,33.5,257.9,1.5,1.0,1.9,9.6,0.2,0.0,0.0,0.0,0.2,0.0,0.0,B-Game
2015,12,fitzpr1,Ryan Fitzpatrick,QB,NYJ,MIA,15.6,15.6,20.6,33.4,230.8,1.5,1.1,4.4,18.7,0.2,0.0,0.0,0.0,0.2,0.0,0.0,B-Game
2015,12,sanchm1,Mark Sanchez,QB,PHI,@DET,15.6,15.6,24.0,36.0,265.5,1.6,1.2,3.1,8.6,0.1,0.0,0.0,0.0,0.2,0.0,0.0,B-Game
2015,12,cutlej1,Jay Cutler,QB,CHI,@GB,15.4,15.4,20.9,35.1,263.4,1.3,1.1,2.7,16.5,0.1,0.0,0.0,0.0,0.2,0.0,0.0,B-Game
2015,12,smitha4,Alex Smith,QB,KC,BUF,15.3,15.3,19.9,33.6,228.2,1.3,0.9,6.4,23.9,0.1,0.0,0.0,0.0,0.3,0.0,0.0,B-Game
2015,12,cousik1,Kirk Cousins,QB,WAS,NYG,15.1,15.1,24.4,37.1,262.3,1.6,1.1,0.7,2.1,0.1,0.0,0.0,0.0,0.2,0.0,0.0,B-Game
2015,12,taylot2,Tyrod Taylor,QB,BUF,@KC,14.7,14.7,18.8,31.8,238.4,1.1,1.1,5.9,26.5,0.1,0.0,0.0,0.0,0.2,0.0,0.0,B-Game
2015,12,hassem1,Matt Hasselbeck,QB,IND,TB,14.7,14.7,23.6,36.8,242.7,1.8,1.0,0.7,2.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,B-Game
2015,12,osweib1,Brock Osweiler,QB,DEN,NE,14.6,14.6,21.9,36.8,245.7,1.4,1.1,3.9,12.9,0.1,0.0,0.0,0.0,0.2,0.0,0.0,B-Game
2015,12,bridgt1,Teddy Bridgewater,QB,MIN,@ATL,14.1,14.1,20.8,33.0,231.7,1.3,1.0,3.0,13.6,0.1,0.0,0.0,0.0,0.2,0.0,0.0,C-Game
2015,12,tanner1,Ryan Tannehill,QB,MIA,@NYJ,13.8,13.8,20.6,35.6,248.9,1.3,1.1,1.6,7.1,0.1,0.0,0.0,0.0,0.2,0.0,0.0,C-Game
2015,12,schaum1,Matt Schaub,QB,BAL,@CLE,13.2,13.2,22.2,35.5,239.9,1.5,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,C-Game
2015,12,gabbeb1,Blaine Gabbert,QB,SF,ARI,11.6,11.6,19.1,33.8,217.5,1.1,1.2,2.1,9.4,0.1,0.0,0.0,0.0,0.2,0.0,0.0,C-Game
2015,12,folesn1,Nick Foles,QB,STL,@CIN,8.9,8.9,17.9,31.3,191.8,0.9,1.1,0.7,2.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,C-Game
2015,12,petera2,Adrian Peterson,RB,MIN,@ATL,15.5,17.8,0.0,0.0,0.0,0.0,0.0,20.3,91.4,0.8,2.4,17.4,0.1,0.2,0.0,0.0,A-Game
2015,12,gurlet2,Todd Gurley,RB,STL,@CIN,14.5,17.5,0.0,0.0,0.0,0.0,0.0,22.2,93.7,0.5,3.0,23.0,0.1,0.3,0.0,0.0,A-Game
2015,12,rawlst1,Thomas Rawls,RB,SEA,PIT,14.1,16.9,0.0,0.0,0.0,0.0,0.0,22.9,79.3,0.7,2.8,20.9,0.1,0.2,0.0,0.0,A-Game
2015,12,martid2,Doug Martin,RB,TB,@IND,13.9,16.3,0.0,0.0,0.0,0.0,0.0,18.2,85.6,0.5,2.5,20.6,0.1,0.2,0.0,0.0,B-Game
2015,12,mcfadd1,Darren McFadden,RB,DAL,CAR,13.6,17.1,0.0,0.0,0.0,0.0,0.0,20.8,82.5,0.4,3.5,28.4,0.1,0.2,0.0,0.0,B-Game
2015,12,murrad1,DeMarco Murray,RB,PHI,@DET,13.5,17.1,0.0,0.0,0.0,0.0,0.0,14.3,58.0,0.6,3.6,34.5,0.1,0.1,0.0,0.0,B-Game
2015,12,ingram1,Mark Ingram,RB,NO,@HOU,13.5,17.0,0.0,0.0,0.0,0.0,0.0,16.6,65.7,0.6,3.5,30.2,0.1,0.2,0.0,0.0,B-Game
2015,12,mccoyl2,LeSean McCoy,RB,BUF,@KC,13.4,16.6,0.0,0.0,0.0,0.0,0.0,17.4,77.2,0.4,3.2,32.2,0.1,0.2,0.0,0.0,B-Game
2015,12,yeldot1,T.J. Yeldon,RB,JAX,SD,13.2,16.0,0.0,0.0,0.0,0.0,0.0,19.0,75.6,0.7,2.8,17.1,0.0,0.2,0.0,0.0,B-Game
2015,12,stewaj3,Jonathan Stewart,RB,CAR,@DAL,13.2,14.5,0.0,0.0,0.0,0.0,0.0,20.1,90.4,0.5,1.3,10.9,0.0,0.2,0.0,0.0,B-Game
2015,12,ivoryc1,Chris Ivory,RB,NYJ,MIA,13.2,14.7,0.0,0.0,0.0,0.0,0.0,18.7,80.9,0.7,1.5,9.2,0.0,0.2,0.0,0.0,B-Game
2015,12,willid1,DeAngelo Williams,RB,PIT,@SEA,13.1,15.5,0.0,0.0,0.0,0.0,0.0,23.4,78.1,0.5,2.4,21.7,0.1,0.2,0.0,0.0,B-Game
2015,12,wares1,Spencer Ware,RB,KC,BUF,12.9,15.7,0.0,0.0,0.0,0.0,0.0,13.1,65.1,0.7,2.8,20.5,0.1,0.1,0.0,0.0,B-Game
2015,12,allenj2,Javorius Allen,RB,BAL,@CLE,12.9,16.3,0.0,0.0,0.0,0.0,0.0,21.5,78.0,0.4,3.5,21.6,0.1,0.2,0.0,0.0,B-Game
2015,12,goref1,Frank Gore,RB,IND,TB,12.3,15.7,0.0,0.0,0.0,0.0,0.0,16.8,63.8,0.5,3.4,24.3,0.1,0.2,0.0,0.0,B-Game
2015,12,johnsc4,Chris Johnson,RB,ARI,@SF,12.1,12.8,0.0,0.0,0.0,0.0,0.0,19.3,88.9,0.5,0.7,5.5,0.0,0.2,0.0,0.0,B-Game
2015,12,murral1,Latavius Murray,RB,OAK,@TEN,12.1,14.2,0.0,0.0,0.0,0.0,0.0,17.5,72.2,0.6,2.1,13.6,0.0,0.2,0.0,0.0,B-Game
2015,12,millel2,Lamar Miller,RB,MIA,@NYJ,11.7,14.9,0.0,0.0,0.0,0.0,0.0,12.0,53.7,0.4,3.1,31.1,0.1,0.1,0.0,0.0,B-Game
2015,12,lacye1,Eddie Lacy,RB,GB,CHI,11.7,13.0,0.0,0.0,0.0,0.0,0.0,15.1,68.4,0.6,1.3,12.0,0.1,0.1,0.0,0.0,B-Game
2015,12,bluea1,Alfred Blue,RB,HOU,NO,11.4,14.3,0.0,0.0,0.0,0.0,0.0,16.9,62.7,0.5,2.9,21.9,0.1,0.2,0.0,0.0,B-Game
2015,12,andrea1,Antonio Andrews,RB,TEN,OAK,11.3,13.5,0.0,0.0,0.0,0.0,0.0,17.3,71.2,0.4,2.2,17.3,0.1,0.2,0.0,0.0,B-Game
2015,12,blounl1,LeGarrette Blount,RB,NE,@DEN,11.0,12.2,0.0,0.0,0.0,0.0,0.0,18.4,75.2,0.5,1.2,8.2,0.0,0.2,0.0,0.0,B-Game
2015,12,bernag1,Giovani Bernard,RB,CIN,STL,10.5,13.9,0.0,0.0,0.0,0.0,0.0,12.8,57.4,0.2,3.4,30.9,0.1,0.1,0.0,0.0,C-Game
2015,12,colemt1,Tevin Coleman,RB,ATL,MIN,10.5,11.2,0.0,0.0,0.0,0.0,0.0,19.1,72.5,0.5,0.8,5.9,0.0,0.2,0.0,0.0,C-Game
2015,12,fortem1,Matt Forte,RB,CHI,@GB,10.4,13.3,0.0,0.0,0.0,0.0,0.0,13.1,59.1,0.3,2.9,23.7,0.1,0.2,0.0,0.0,C-Game
2015,12,hillmr1,Ronnie Hillman,RB,DEN,NE,9.7,10.8,0.0,0.0,0.0,0.0,0.0,14.1,64.4,0.5,1.1,6.1,0.0,0.2,0.0,0.0,C-Game
2015,12,hillj5,Jeremy Hill,RB,CIN,STL,9.5,10.4,0.0,0.0,0.0,0.0,0.0,12.2,53.2,0.6,0.9,6.4,0.0,0.1,0.0,0.0,C-Game
2015,12,woodhd1,Danny Woodhead,RB,SD,@JAX,9.5,13.7,0.0,0.0,0.0,0.0,0.0,6.7,21.4,0.3,4.2,44.0,0.2,0.1,0.0,0.0,C-Game
2015,12,draugs1,Shaun Draughn,RB,SF,ARI,9.4,13.3,0.0,0.0,0.0,0.0,0.0,15.8,48.6,0.3,3.9,26.1,0.1,0.2,0.0,0.0,C-Game
2015,12,jonesm4,Matt Jones,RB,WAS,NYG,8.2,10.6,0.0,0.0,0.0,0.0,0.0,10.8,40.5,0.4,2.4,18.4,0.1,0.1,0.0,0.0,C-Game
2015,12,jennir1,Rashad Jennings,RB,NYG,@WAS,7.9,9.5,0.0,0.0,0.0,0.0,0.0,11.6,49.1,0.3,1.5,12.5,0.1,0.1,0.0,0.0,C-Game
2015,12,johnsd11,Duke Johnson,RB,CLE,BAL,7.5,11.3,0.0,0.0,0.0,0.0,0.0,6.4,17.9,0.2,3.8,38.1,0.1,0.1,0.0,0.0,C-Game
2015,12,simsc1,Charles Sims,RB,TB,@IND,7.5,10.3,0.0,0.0,0.0,0.0,0.0,7.9,31.3,0.1,2.9,29.7,0.2,0.1,0.0,0.0,C-Game
2015,12,langfj1,Jeremy Langford,RB,CHI,@GB,7.4,9.6,0.0,0.0,0.0,0.0,0.0,9.9,42.5,0.2,2.2,18.4,0.1,0.1,0.0,0.0,C-Game
2015,12,sprold1,Darren Sproles,RB,PHI,@DET,7.1,10.3,0.0,0.0,0.0,0.0,0.0,5.8,25.9,0.2,3.1,27.9,0.1,0.1,0.0,0.0,C-Game
2015,12,starkj1,James Starks,RB,GB,CHI,7.0,9.4,0.0,0.0,0.0,0.0,0.0,7.8,31.0,0.2,2.4,21.4,0.1,0.1,0.0,0.0,C-Game
2015,12,gordom1,Melvin Gordon,RB,SD,@JAX,7.0,8.3,0.0,0.0,0.0,0.0,0.0,14.3,49.0,0.2,1.3,8.8,0.0,0.1,0.0,0.0,C-Game
2015,12,riddit1,Theo Riddick,RB,DET,PHI,6.8,11.3,0.0,0.0,0.0,0.0,0.0,4.0,13.6,0.1,4.5,37.9,0.2,0.1,0.0,0.0,C-Game
2015,12,whitej4,James White,RB,NE,@DEN,6.7,10.1,0.0,0.0,0.0,0.0,0.0,4.6,16.6,0.2,3.3,27.2,0.2,0.1,0.0,0.0,C-Game
2015,12,bradsa1,Ahmad Bradshaw,RB,IND,TB,6.7,8.9,0.0,0.0,0.0,0.0,0.0,8.7,33.9,0.3,2.1,15.8,0.1,0.1,0.0,0.0,C-Game
2015,12,abdula1,Ameer Abdullah,RB,DET,PHI,6.6,7.8,0.0,0.0,0.0,0.0,0.0,11.0,46.5,0.2,1.2,9.5,0.0,0.1,0.0,0.0,C-Game
2015,12,verees1,Shane Vereen,RB,NYG,@WAS,6.2,10.2,0.0,0.0,0.0,0.0,0.0,3.0,13.7,0.1,4.0,30.7,0.2,0.1,0.0,0.0,C-Game
2015,12,crowei1,Isaiah Crowell,RB,CLE,BAL,6.0,6.9,0.0,0.0,0.0,0.0,0.0,13.4,36.8,0.3,0.9,5.3,0.1,0.1,0.0,0.0,C-Game
2015,12,morria1,Alfred Morris,RB,WAS,NYG,5.7,6.5,0.0,0.0,0.0,0.0,0.0,10.6,41.5,0.2,0.7,3.9,0.0,0.1,0.0,0.0,C-Game
2015,12,ellina1,Andre Ellington,RB,ARI,@SF,5.6,7.1,0.0,0.0,0.0,0.0,0.0,5.3,21.7,0.3,1.5,12.4,0.1,0.1,0.0,0.0,C-Game
2015,12,johnsd12,David Johnson,RB,ARI,@SF,5.1,6.8,0.0,0.0,0.0,0.0,0.0,3.8,15.4,0.2,1.7,15.2,0.1,0.0,0.0,0.0,C-Game
2015,12,powelb1,Bilal Powell,RB,NYJ,MIA,5.1,8.3,0.0,0.0,0.0,0.0,0.0,5.8,23.7,0.0,3.2,24.2,0.1,0.1,0.0,0.0,C-Game
2015,12,willik4,Karlos Williams,RB,BUF,@KC,4.7,5.7,0.0,0.0,0.0,0.0,0.0,4.4,16.9,0.3,0.9,9.5,0.1,0.1,0.0,0.0,C-Game
2015,12,davisk2,Knile Davis,RB,KC,BUF,4.7,6.1,0.0,0.0,0.0,0.0,0.0,8.3,19.5,0.3,1.4,9.1,0.1,0.1,0.0,0.0,C-Game
2015,12,wardt1,Terron Ward,RB,ATL,MIN,4.7,7.8,0.0,0.0,0.0,0.0,0.0,4.2,15.8,0.0,3.1,23.6,0.1,0.1,0.0,0.0,C-Game
2015,12,spillc1,C.J. Spiller,RB,NO,@HOU,4.7,7.2,0.0,0.0,0.0,0.0,0.0,4.0,13.5,0.1,2.5,21.2,0.1,0.1,0.0,0.0,C-Game
2015,12,anderc2,C.J. Anderson,RB,DEN,NE,4.5,6.1,0.0,0.0,0.0,0.0,0.0,6.3,30.1,0.1,1.6,9.8,0.0,0.1,0.0,0.0,C-Game
2015,12,thompc1,Chris Thompson,RB,WAS,NYG,4.2,6.6,0.0,0.0,0.0,0.0,0.0,2.8,19.7,0.0,2.4,18.4,0.1,0.1,0.0,0.0,C-Game
2015,12,darkwo1,Orleans Darkwa,RB,NYG,@WAS,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.8,26.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,C-Game
2015,12,bellj1,Joique Bell,RB,DET,PHI,3.9,5.1,0.0,0.0,0.0,0.0,0.0,4.7,19.4,0.2,1.2,8.1,0.0,0.1,0.0,0.0,C-Game
2015,12,ajayij1,Jay Ajayi,RB,MIA,@NYJ,3.8,4.4,0.0,0.0,0.0,0.0,0.0,9.2,30.4,0.1,0.6,5.0,0.0,0.1,0.0,0.0,C-Game
2015,12,grimej1,Jonathan Grimes,RB,HOU,NO,3.8,5.5,0.0,0.0,0.0,0.0,0.0,3.7,18.4,0.1,1.7,11.0,0.0,0.0,0.0,0.0,C-Game
2015,12,reecem1,Marcel Reece,RB,OAK,@TEN,3.6,5.8,0.0,0.0,0.0,0.0,0.0,0.8,2.9,0.0,2.2,20.5,0.2,0.0,0.0,0.0,C-Game
2015,12,juszck1,Kyle Juszczyk,RB,BAL,@CLE,3.5,5.7,0.0,0.0,0.0,0.0,0.0,0.7,1.9,0.1,2.2,18.0,0.2,0.0,0.0,0.0,C-Game
2015,12,turbir1,Robert Turbin,RB,DAL,CAR,3.4,4.6,0.0,0.0,0.0,0.0,0.0,5.1,22.5,0.1,1.2,8.1,0.0,0.1,0.0,0.0,C-Game
2015,12,robind1,Denard Robinson,RB,JAX,SD,3.3,4.1,0.0,0.0,0.0,0.0,0.0,4.3,19.1,0.2,0.8,5.3,0.0,0.0,0.0,0.0,C-Game
2015,12,olawaj1,Jamize Olawale,RB,OAK,@TEN,3.1,4.0,0.0,0.0,0.0,0.0,0.0,5.9,18.2,0.1,0.9,6.8,0.0,0.1,0.0,0.0,C-Game
2015,12,jacksf2,Fred Jackson,RB,SEA,PIT,2.8,4.9,0.0,0.0,0.0,0.0,0.0,1.6,5.5,0.1,2.2,14.7,0.0,0.0,0.0,0.0,C-Game
2015,12,polkc1,Chris Polk,RB,HOU,NO,2.7,3.6,0.0,0.0,0.0,0.0,0.0,3.2,13.0,0.1,1.0,6.9,0.0,0.0,0.0,0.0,C-Game
2015,12,willia1,Andre Williams,RB,NYG,@WAS,2.5,2.5,0.0,0.0,0.0,0.0,0.0,4.5,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,C-Game
2015,12,moster1,Raheem Mostert,RB,BAL,@CLE,2.1,2.1,0.0,0.0,0.0,0.0,0.0,4.6,16.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,C-Game
2015,12,barnek1,Kenjon Barner,RB,PHI,@DET,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.2,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C-Game
2015,12,sankeb1,Bishop Sankey,RB,TEN,OAK,2.0,3.5,0.0,0.0,0.0,0.0,0.0,1.3,5.5,0.0,1.6,9.9,0.0,0.0,0.0,0.0,C-Game
2015,12,cobbd1,David Cobb,RB,TEN,OAK,1.8,1.8,0.0,0.0,0.0,0.0,0.0,3.1,12.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,C-Game
2015,12,asiatm1,Matt Asiata,RB,MIN,@ATL,1.8,3.3,0.0,0.0,0.0,0.0,0.0,1.6,5.6,0.0,1.5,9.3,0.0,0.0,0.0,0.0,C-Game
2015,12,cadett1,Travaris Cadet,RB,SF,ARI,1.8,1.8,0.0,0.0,0.0,0.0,0.0,4.5,14.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,C-Game
2015,12,mckinj1,Jerick McKinnon,RB,MIN,@ATL,1.6,2.5,0.0,0.0,0.0,0.0,0.0,2.1,9.3,0.0,0.9,4.6,0.0,0.0,0.0,0.0,C-Game
2015,12,tolbem1,Mike Tolbert,RB,CAR,@DAL,1.6,2.6,0.0,0.0,0.0,0.0,0.0,1.5,4.7,0.1,1.0,6.0,0.0,0.0,0.0,0.0,C-Game
2015,12,hightt1,Tim Hightower,RB,NO,@HOU,1.6,1.6,0.0,0.0,0.0,0.0,0.0,3.8,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C-Game
2015,12,milleb3,Bruce Miller,RB,SF,ARI,1.4,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,10.9,0.1,0.0,0.0,0.0,C-Game
